FORMAT = Name, Type, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency, MajorAxis, MinorAxis, Orientation, Patch

# LSMTool history:
# 2025-01-27 17:29:34: SETPATCHPOSITIONS (method = 'mid')

 , , 3c274, 12:30:46.0518, 12.23.38.8383
s0c7599, POINT, 12:30:45.712, 12.15.39.838, -0.2794857, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c7627, POINT, 12:30:43.392, 12.16.01.836, -0.2924852, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c7737, POINT, 12:31:00.313, 12.17.31.826, 0.09168509, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c7778, POINT, 12:30:29.881, 12.18.01.796, -0.354122, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c7909, POINT, 12:30:22.918, 12.19.57.76, 0.04864647, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8128, POINT, 12:30:50.215, 12.23.01.84, 12.28799, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8136, POINT, 12:30:50.352, 12.23.03.84, -6.151236, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8137, POINT, 12:30:50.215, 12.23.03.84, -5.091827, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8141, POINT, 12:30:50.488, 12.23.05.84, 10.39639, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8142, POINT, 12:30:48.167, 12.23.05.84, -0.2911405, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8149, POINT, 12:30:47.894, 12.23.09.84, 0.2622714, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8150, POINT, 12:30:47.758, 12.23.11.84, -5.367269, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8159, POINT, 12:30:51.307, 12.23.15.84, 2.803315, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8160, POINT, 12:30:47.212, 12.23.15.839, -1.422827, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8163, POINT, 12:30:51.171, 12.23.17.84, 9.251962, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8164, POINT, 12:30:48.577, 12.23.17.84, 3.13104, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8165, POINT, 12:30:47.075, 12.23.17.839, -2.587617, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8168, POINT, 12:30:46.939, 12.23.19.839, 4.94239, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8170, POINT, 12:30:48.167, 12.23.21.84, 7.597739, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8171, POINT, 12:30:46.802, 12.23.21.839, -6.267602, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8180, POINT, 12:30:49.259, 12.23.27.84, 4.669681, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8188, POINT, 12:30:47.212, 12.23.31.839, 5.666199, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8192, POINT, 12:30:47.212, 12.23.33.839, 3.297905, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8201, POINT, 12:30:48.031, 12.23.37.84, 7.706761, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8219, POINT, 12:30:48.44, 12.23.51.84, -1.758798, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8223, POINT, 12:30:48.167, 12.23.53.84, 1.850595, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8361, POINT, 12:30:49.259, 12.26.15.84, -1.16959, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8386, POINT, 12:30:51.035, 12.26.51.84, 1.061228, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8511, POINT, 12:30:48.304, 12.28.31.84, -0.3809414, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s0c8576, POINT, 12:30:51.581, 12.29.17.84, 0.5595779, [-0.7], false, 57725267.99815525, 0.0, 0.0, 0, 3c274
s1c230, GAUSSIAN, 12:30:42.983, 12.16.21.835, 0.2583867, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c231, GAUSSIAN, 12:30:42.983, 12.16.23.835, 1.30564, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c233, GAUSSIAN, 12:31:00.176, 12.17.31.827, 1.161379, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c235, GAUSSIAN, 12:30:49.26, 12.18.17.84, -0.5776908, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c240, GAUSSIAN, 12:30:22.784, 12.18.49.759, -0.05730246, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c242, GAUSSIAN, 12:30:51.307, 12.19.41.84, 0.3830672, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c244, GAUSSIAN, 12:30:23.055, 12.19.59.761, 0.4917737, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c249, GAUSSIAN, 12:30:23.052, 12.21.47.761, -0.375733, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c252, GAUSSIAN, 12:30:49.533, 12.22.49.84, -15.46392, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c253, GAUSSIAN, 12:30:48.167, 12.23.05.84, 0.02251765, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c254, GAUSSIAN, 12:30:48.031, 12.23.05.84, -8.287845, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c256, GAUSSIAN, 12:30:47.348, 12.23.13.84, -11.43224, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c257, GAUSSIAN, 12:30:51.034, 12.23.15.84, -3.7201, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c258, GAUSSIAN, 12:30:48.713, 12.23.25.84, 0.9293349, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c260, GAUSSIAN, 12:30:47.758, 12.23.31.84, 29.68781, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c261, GAUSSIAN, 12:30:47.621, 12.23.33.84, 11.445, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c264, GAUSSIAN, 12:30:48.304, 12.23.53.84, -2.044447, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c265, GAUSSIAN, 12:30:48.167, 12.23.53.84, -14.25377, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c275, GAUSSIAN, 12:31:14.926, 12.24.57.766, -0.05152315, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c287, GAUSSIAN, 12:30:48.304, 12.28.31.84, -0.3143815, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c288, GAUSSIAN, 12:30:50.352, 12.28.43.84, 0.5617369, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c289, GAUSSIAN, 12:30:49.942, 12.28.45.84, 0.5290412, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c290, GAUSSIAN, 12:30:49.669, 12.28.47.84, 0.3694258, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c291, GAUSSIAN, 12:30:48.44, 12.28.57.84, 0.7902694, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s1c292, GAUSSIAN, 12:30:48.304, 12.28.59.84, 0.1723836, [-0.7], false, 57725267.99815525, 13.24586275329909, 13.24586275329909, 0, 3c274
s2c1471, GAUSSIAN, 12:30:44.757, 12.15.45.837, -0.5311793, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1472, GAUSSIAN, 12:30:44.347, 12.15.47.837, -0.1432813, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1473, GAUSSIAN, 12:30:40.527, 12.15.47.831, -0.07703859, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1474, GAUSSIAN, 12:30:40.391, 12.15.47.83, -0.9011001, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1475, GAUSSIAN, 12:30:36.706, 12.15.47.821, -1.42483, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1476, GAUSSIAN, 12:30:44.075, 12.15.49.836, -0.6313258, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1477, GAUSSIAN, 12:30:40.527, 12.15.49.831, -0.1313756, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1489, GAUSSIAN, 12:30:30.839, 12.16.05.8, -0.7122065, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1492, GAUSSIAN, 12:30:47.622, 12.16.19.839, -2.232398, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1493, GAUSSIAN, 12:30:55.127, 12.16.23.836, -0.538582, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1495, GAUSSIAN, 12:30:54.991, 12.16.25.836, 0.2421065, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1498, GAUSSIAN, 12:30:54.854, 12.16.27.836, 3.338063, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1500, GAUSSIAN, 12:30:40.39, 12.16.33.83, 1.154835, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1502, GAUSSIAN, 12:30:40.254, 12.16.35.83, 0.2036489, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1503, GAUSSIAN, 12:30:40.117, 12.16.35.83, 0.1187216, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1505, GAUSSIAN, 12:30:50.488, 12.16.37.84, 1.410712, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1506, GAUSSIAN, 12:30:50.215, 12.16.37.84, -0.1450566, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1507, GAUSSIAN, 12:30:50.078, 12.16.37.84, -4.827501, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1508, GAUSSIAN, 12:30:40.117, 12.16.37.83, 0.1134121, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1509, GAUSSIAN, 12:30:39.981, 12.16.37.83, 0.929498, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1512, GAUSSIAN, 12:30:50.488, 12.16.39.84, -0.764131, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1513, GAUSSIAN, 12:30:50.351, 12.16.39.84, -0.5706366, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1514, GAUSSIAN, 12:30:39.844, 12.16.39.829, 0.6406518, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1516, GAUSSIAN, 12:30:50.624, 12.16.41.84, 0.001469166, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1517, GAUSSIAN, 12:30:50.488, 12.16.41.84, -0.7691764, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1520, GAUSSIAN, 12:30:38.07, 12.16.51.825, -0.2791498, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1521, GAUSSIAN, 12:30:45.848, 12.16.53.838, 3.092582, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1522, GAUSSIAN, 12:30:37.797, 12.16.53.824, 0.07803944, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1523, GAUSSIAN, 12:30:37.661, 12.16.53.824, 2.524854, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1524, GAUSSIAN, 12:30:27.972, 12.16.53.787, -0.5858988, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1526, GAUSSIAN, 12:30:45.848, 12.16.55.838, 0.6548746, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1527, GAUSSIAN, 12:30:45.712, 12.16.55.838, -0.861829, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1528, GAUSSIAN, 12:30:30.974, 12.16.55.801, 0.4098029, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1529, GAUSSIAN, 12:30:27.836, 12.16.55.787, -0.1479267, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1530, GAUSSIAN, 12:30:27.699, 12.16.55.786, -0.1269758, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1531, GAUSSIAN, 12:30:30.974, 12.16.57.801, 0.05453704, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1532, GAUSSIAN, 12:30:27.563, 12.16.57.785, -0.8143548, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1534, GAUSSIAN, 12:30:57.038, 12.17.11.833, 0.6816148, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1537, GAUSSIAN, 12:30:30.155, 12.17.21.797, 0.06157792, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1538, GAUSSIAN, 12:30:30.019, 12.17.21.797, 0.06556556, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1539, GAUSSIAN, 12:30:29.882, 12.17.23.796, 0.3795777, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1540, GAUSSIAN, 12:30:29.746, 12.17.25.796, 0.3929522, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1541, GAUSSIAN, 12:30:29.609, 12.17.25.795, 0.08707648, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1543, GAUSSIAN, 12:30:29.473, 12.17.27.794, 0.09078892, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1544, GAUSSIAN, 12:30:29.336, 12.17.27.794, 0.248384, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1547, GAUSSIAN, 12:31:00.04, 12.17.29.827, -0.0484979, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1548, GAUSSIAN, 12:30:29.2, 12.17.29.793, 0.1032725, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1550, GAUSSIAN, 12:30:35.204, 12.17.33.817, -1.849587, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1551, GAUSSIAN, 12:30:28.79, 12.17.33.791, 0.2355936, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1552, GAUSSIAN, 12:30:35.067, 12.17.35.816, -0.3217786, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1553, GAUSSIAN, 12:30:35.067, 12.17.37.816, -1.419637, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1554, GAUSSIAN, 12:30:34.931, 12.17.39.816, -0.5874, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1555, GAUSSIAN, 12:30:27.562, 12.17.39.785, 0.1116569, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1556, GAUSSIAN, 12:30:27.425, 12.17.39.785, 0.09555953, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1557, GAUSSIAN, 12:30:27.289, 12.17.39.784, 0.9838776, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1558, GAUSSIAN, 12:30:27.698, 12.17.41.786, 0.06716899, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1559, GAUSSIAN, 12:30:21.421, 12.17.43.75, -0.2952366, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1560, GAUSSIAN, 12:30:21.285, 12.17.43.749, -0.080281, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1561, GAUSSIAN, 12:30:21.012, 12.17.45.748, 0.2196152, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1562, GAUSSIAN, 12:30:49.805, 12.17.47.84, 0.7916712, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1563, GAUSSIAN, 12:30:41.072, 12.17.49.832, 2.369916, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1565, GAUSSIAN, 12:30:39.298, 12.17.55.828, 2.859885, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1568, GAUSSIAN, 12:30:34.385, 12.17.57.814, -2.362376, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1569, GAUSSIAN, 12:30:20.192, 12.17.59.742, -0.03587962, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1570, GAUSSIAN, 12:30:20.056, 12.18.01.741, -0.5988028, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1571, GAUSSIAN, 12:30:31.246, 12.18.05.802, 0.9017704, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1573, GAUSSIAN, 12:30:21.966, 12.18.15.754, 0.5325965, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1574, GAUSSIAN, 12:30:49.123, 12.18.17.84, -0.9481581, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1575, GAUSSIAN, 12:30:21.829, 12.18.17.753, 0.1427475, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1576, GAUSSIAN, 12:31:01.542, 12.18.19.823, -0.1217288, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1577, GAUSSIAN, 12:31:01.542, 12.18.21.823, -0.304882, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1580, GAUSSIAN, 12:31:01.269, 12.18.23.824, -1.351663, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1581, GAUSSIAN, 12:30:33.566, 12.18.23.811, -0.8716569, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1582, GAUSSIAN, 12:30:33.429, 12.18.23.811, -0.2913272, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1583, GAUSSIAN, 12:30:33.293, 12.18.23.81, -0.03748181, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1584, GAUSSIAN, 12:30:33.429, 12.18.25.811, -0.9234298, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1585, GAUSSIAN, 12:30:33.293, 12.18.25.81, -0.1173218, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1587, GAUSSIAN, 12:30:47.622, 12.18.27.84, 8.256371, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1588, GAUSSIAN, 12:30:47.485, 12.18.27.839, -13.52466, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1592, GAUSSIAN, 12:30:54.582, 12.18.35.837, 4.097739, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1594, GAUSSIAN, 12:30:19.509, 12.18.45.738, -0.7760308, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1595, GAUSSIAN, 12:30:19.372, 12.18.45.737, -0.1500093, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1596, GAUSSIAN, 12:30:22.784, 12.18.49.759, -0.2136181, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1597, GAUSSIAN, 12:30:22.647, 12.18.49.758, -0.0794112, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1598, GAUSSIAN, 12:30:22.647, 12.18.51.758, -0.1244102, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1600, GAUSSIAN, 12:30:22.238, 12.18.53.756, -0.2861906, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1601, GAUSSIAN, 12:30:39.297, 12.18.55.828, 2.5153, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1603, GAUSSIAN, 12:30:50.215, 12.19.09.84, -3.474558, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1604, GAUSSIAN, 12:30:17.051, 12.19.09.72, 0.3563346, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1607, GAUSSIAN, 12:30:50.078, 12.19.11.84, -0.4550069, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1608, GAUSSIAN, 12:30:33.155, 12.19.13.81, 0.6609201, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1609, GAUSSIAN, 12:30:49.805, 12.19.15.84, -0.4416714, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1610, GAUSSIAN, 12:30:33.155, 12.19.15.81, 0.1633188, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1611, GAUSSIAN, 12:30:49.669, 12.19.17.84, 0.2558677, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1612, GAUSSIAN, 12:30:33.155, 12.19.17.81, 0.8771523, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1614, GAUSSIAN, 12:30:49.532, 12.19.19.84, 1.120368, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1615, GAUSSIAN, 12:30:49.396, 12.19.21.84, 3.723702, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1616, GAUSSIAN, 12:30:49.396, 12.19.23.84, -0.5513578, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1617, GAUSSIAN, 12:30:49.396, 12.19.25.84, -7.262856, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1618, GAUSSIAN, 12:30:52.126, 12.19.37.839, 8.031894, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1619, GAUSSIAN, 12:30:51.989, 12.19.37.839, 0.2928085, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1620, GAUSSIAN, 12:30:51.853, 12.19.37.839, -12.47423, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1621, GAUSSIAN, 12:30:51.716, 12.19.39.839, 8.383172, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1623, GAUSSIAN, 12:30:20.598, 12.19.49.745, -0.1489246, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1625, GAUSSIAN, 12:30:20.462, 12.19.51.744, -0.163877, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1629, GAUSSIAN, 12:30:20.052, 12.19.55.742, -0.03501927, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1630, GAUSSIAN, 12:30:19.779, 12.19.57.74, 0.09157209, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1631, GAUSSIAN, 12:30:19.643, 12.19.57.739, -0.1121969, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1632, GAUSSIAN, 12:30:19.506, 12.19.59.738, -0.05669542, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1633, GAUSSIAN, 12:30:25.102, 12.20.09.772, -0.6678333, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1634, GAUSSIAN, 12:30:50.488, 12.20.13.84, -2.266743, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1635, GAUSSIAN, 12:30:25.102, 12.20.13.772, -0.2798538, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1644, GAUSSIAN, 12:30:50.624, 12.20.47.84, 6.3175, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1646, GAUSSIAN, 12:30:21.279, 12.21.03.75, -0.8114383, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1647, GAUSSIAN, 12:30:21.278, 12.21.05.75, -0.04193049, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1651, GAUSSIAN, 12:31:05.502, 12.21.23.81, 2.149798, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
s2c1652, GAUSSIAN, 12:31:05.366, 12.21.23.811, -1.43262, [-0.7], false, 57725267.99815525, 26.49172550659818, 26.49172550659818, 0, 3c274
